0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Minimum Water Level,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,7,6,1,6,1,0,7,1,0,5.209459747347631,0.0,300292979.2504853,0.0,0.0,0.0
0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,2,2,7,0,0,4.9694597473476305,1287752.688712005,107210021.74096814,1149100000.0,32.549395401531214,0.00017902061851037587
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,7,0,0,5,0,0,2,1,0,4,0,3,5.209459747347631,8084529.750667388,266787164.79540646,0.0,0.0,0.004083490721901426
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,3,5,0,3,1,3,5,0,0,5.209459747347631,1637881.6970488827,198378927.58004177,61400000.0,0.0,0.0007297271347582008
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82530286737048,172076797.18097585,0.0,151900000.0,2573.6693230946858,0.049919419992358105
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.086639641775646,336360551.5022383,7332080.219521779,30700000.0,6298.503742497254,0.09160828496334812
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,1,0,7,0,0,5.209459747347631,8158252.433679685,135842354.90162742,115300000.0,0.0,0.0055512295406585956
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5.209459747347631,261013266.93230036,27631367.846842468,115300000.0,0.0,0.19793413170424878
1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,4.84945974734763,25713141.1341863,30663030.56823361,540300000.0,510.285167489098,0.0064887863160328785
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,3,0,0,3,0,0,3,2,0,5,0,0,5.209459747347631,120249.79470692822,125280502.5341555,535300000.0,4.431220834278952,8.060660680956088e-06
1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.146568112000054,265790940.65529042,0.0,432800000.0,12516.129266380645,0.02112932440832845
1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.089459747347631,80792993.61219099,26620087.93698693,321100000.0,0.0,0.0710889332935473
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,4.84945974734763,14477588.289295398,53689685.017300665,673500000.0,474.8500013521957,0.0015450651083620437
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,5.209459747347631,142808374.981111,90780683.6042582,30700000.0,2945.0597136352335,0.022108842892716835
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,1,2,7,0,0,5.209459747347631,7081568.57011788,184124381.82982656,30700000.0,0.0,0.006593756635431284
