,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
0,43,68.35300488198739,10.0,0.9138888193900487,41.22393795714014,1.5,0.7800195993952884,103.33608016844488,1.5,0.6867914608289354,107.59195143793994,1.5,0.8335705138908885,104.83485647107301,1.0,0.6215479178878067,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,0,0,dikesnet
1,43,175.45408053797695,1.5,0.5761272594545358,153.1793054267381,10.0,0.680429048829085,57.209028183921205,10.0,0.22298296880267554,160.709171769899,1.5,0.7085039743501631,332.05716524680145,1.5,0.9637473415568354,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,1,0,dikesnet
2,95,292.63249363284706,10.0,0.6089999568272723,225.2864423178258,10.0,0.4937240588114597,303.32428095352543,1.0,0.3179713299448998,283.441619291616,10.0,0.0981910102697629,261.2185455232256,1.5,0.9018296083362792,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,2,0,dikesnet
3,116,202.71693065308315,1.5,0.6572611774971766,295.29544468588176,1.0,0.3902633243966915,138.8191055806879,1.0,0.31882475259005855,336.1724497442412,10.0,0.6334600676676524,39.26047469364735,1.0,0.7624900657896048,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,3,0,dikesnet
4,126,92.4125702649749,1.0,0.412244440943617,349.90658347871283,1.0,0.5306982940965354,45.685144850881514,10.0,0.8229832243916151,272.3787154870023,1.0,0.5347548816889834,221.68020874513957,1.5,0.9409553506634568,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,4,0,dikesnet
5,49,40.97312529201062,10.0,0.31674272047868507,94.83062007096865,10.0,0.847120792029088,308.47179303464804,10.0,0.42994525395193817,221.73168203978545,1.0,0.5453299410078111,307.5335927218493,1.5,0.49416371121983554,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,5,0,dikesnet
6,104,67.79839241720148,10.0,0.6129017741228568,230.63143026424373,1.5,0.5507865839809344,82.67319363420356,1.0,0.06142566105343367,92.82215508888524,10.0,0.12250176611226388,222.38011000851196,10.0,0.175400850052179,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,6,0,dikesnet
7,94,204.67689426855225,1.0,0.516597500980777,73.33652459614987,10.0,0.1040168944356313,305.1952876632027,1.0,0.9425124909793177,100.44678397078033,10.0,0.6496829088487808,154.82080823345035,1.5,0.526483192790921,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,7,0,dikesnet
8,106,157.1014962735916,1.5,0.9160282330028934,105.04122654522048,1.0,0.6840203379305466,330.20582420241533,1.5,0.5835543312006445,205.49836890543517,1.0,0.26615333750931647,220.5015977875037,1.0,0.24787914604702047,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,8,0,dikesnet
9,39,202.11242269420723,10.0,0.7754470265608253,349.376457687753,10.0,0.5072765050845985,203.52864350214793,10.0,0.7790552604687333,78.78011258621713,1.5,0.6244572435140956,167.6107899529757,1.5,0.48803950682425107,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,9,0,dikesnet
10,127,263.54959367187996,1.5,0.031646116459319314,234.02028177606934,1.5,0.8824751302107794,154.00134299445662,1.0,0.3616806683829813,277.8208741232154,10.0,0.6032866401256693,164.62905761446555,1.0,0.6015581673111199,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,10,0,dikesnet
11,7,212.82601310685186,10.0,0.9067837696086105,143.4932336361853,10.0,0.10763022419024733,214.36361058926863,1.0,0.9750409486985636,145.45923432933978,1.5,0.38017622135511675,160.91695339703844,1.5,0.9131913138133261,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,11,0,dikesnet
12,14,101.2523594050856,10.0,0.772700589577728,251.7099570728993,1.5,0.5728720177706925,314.0899026362606,10.0,0.1669977491180691,235.11655983921457,1.5,0.5135111998709937,198.15706510473836,1.0,0.2231681570986345,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,12,0,dikesnet
13,49,97.22625183904485,1.5,0.23964882364989232,145.26770847618008,10.0,0.18211571817539268,281.3481116984406,1.0,0.5342641089107552,335.3887583924397,1.0,0.7122615486466298,108.46732243112326,1.0,0.44278708938094447,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,13,0,dikesnet
14,129,284.2051450648904,1.5,0.5038006111672219,75.23804966662196,10.0,0.008225131170805436,32.70183712274369,1.0,0.406116690283055,253.19030063598586,10.0,0.13730250665346985,281.6490594411406,10.0,0.26359980463213495,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,14,0,dikesnet
15,11,321.96397337028395,1.5,0.27932327802355655,248.01952660132417,1.0,0.42146624082671813,30.250381503739106,1.5,0.7508738487807644,186.6439210219992,1.0,0.43931702525313227,344.3440705805363,10.0,0.10831633955434537,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,15,0,dikesnet
16,85,184.0387344684862,1.5,0.09869106041709912,292.1664296029809,1.0,0.9263562230419411,205.98379886546041,1.0,0.879131759538258,263.05491013219194,1.0,0.3021423037020757,34.53594763672098,10.0,0.2250672687858621,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,16,0,dikesnet
17,3,145.39938544482027,1.5,0.7192871077234987,160.49497667821396,1.0,0.4497643585861977,40.86460264884383,1.0,0.4428729165114302,300.3083018888294,10.0,0.9896007127714299,43.01910833569924,1.5,0.29663111720394125,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,17,0,dikesnet
18,62,98.26502492924706,1.0,0.18328505625450606,161.22450925837148,10.0,0.9424075121694675,307.0788844395013,10.0,0.8205902562160867,80.50311936361454,10.0,0.2774824325547545,232.9241737735927,1.0,0.06070136893638323,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,5,0,0,3,0,0,4,0,0,18,0,dikesnet
