,Minimum Water Level,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,4.5387,93476404.109071,217744296.51791796,0.0,0.0,0.06324720591925585
1,4.5387,46225093.93231341,217744296.51791796,0.0,0.0,0.03240517503025383
2,4.621031212565565,2808962178.0101547,217744296.51791796,0.0,0.0,1.9103141047357326
3,4.6677678562880605,4263479.140753787,217744296.51791796,0.0,0.0,0.006307756740766554
4,4.5387,93702077.88214819,217744296.51791796,0.0,0.0,0.06342640336818797
5,4.876417108946342,2816353000.541067,217744296.51791796,0.0,0.0,1.9604976852692968
6,4.5387,188516362.25755453,217744296.51791796,0.0,0.0,0.1284323072270661
7,4.5387,52969702.59791903,217744296.51791796,0.0,0.0,0.032930641824750334
8,5.29593150476815,884284012.4314436,217744296.51791796,0.0,0.0,0.7117713195313828
9,4.5387,152798838.43297228,217744296.51791796,0.0,0.0,0.20081836428079947
10,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
11,4.5387,5546484.403268879,217744296.51791796,0.0,0.0,0.004529732461972396
12,4.955757899256296,340906439.72352374,217744296.51791796,0.0,0.0,0.2806103784641793
13,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
14,5.998395496928869,177560002.12607062,217744296.51791796,0.0,0.0,0.11846074483141697
15,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
16,4.5387,3137960361.993294,217744296.51791796,0.0,0.0,1.9341088792020211
17,4.8357785823748225,366238870.94683003,217744296.51791796,0.0,0.0,0.20676604694056244
18,4.5387,67559531.45901117,217744296.51791796,0.0,0.0,0.059194294060546694
19,4.5387,691921720.5891956,217744296.51791796,0.0,0.0,0.35725328665203704
20,4.5387,25903865.47737938,217744296.51791796,0.0,0.0,0.0313675522604661
21,4.930466357761165,87123544.0515134,217744296.51791796,0.0,0.0,0.06132656986548799
22,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
23,5.161419764677917,6379976.590068118,217744296.51791796,0.0,0.0,0.004608429837212007
24,4.5387,2876337322.008521,217744296.51791796,0.0,0.0,1.968113329509919
25,5.418237334133791,93127313.54406932,217744296.51791796,0.0,0.0,0.08997646046794497
26,4.5387,38471435.43018575,217744296.51791796,0.0,0.0,0.05578995272935554
27,4.5387,2942115325.6965604,217744296.51791796,0.0,0.0,1.942744224516628
28,4.8837462156246,82725527.40898901,217744296.51791796,0.0,0.0,0.10702526051271459
29,4.957891659322931,0.0,217744296.51791796,0.0,0.0,0.0
30,5.003193641918199,3098840404.093223,217744296.51791796,0.0,0.0,1.9906295858195955
31,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
32,5.266046252525077,261426555.13645583,217744296.51791796,0.0,0.0,0.18839400169687354
33,4.5387,127529862.00516835,217744296.51791796,0.0,0.0,0.11692295926895452
34,5.1851038307416415,3320524316.5602016,217744296.51791796,0.0,0.0,1.9539710022896366
35,5.140782314514606,29673394.829744384,217744296.51791796,0.0,0.0,0.04458882357901531
36,4.5387,1174557224.9638407,217744296.51791796,0.0,0.0,0.700612858283513
37,5.493617159375525,45537439.15581789,217744296.51791796,0.0,0.0,0.08926596421334815
38,4.5387,2797183657.344453,217744296.51791796,0.0,0.0,1.9002103756688857
39,4.5387,78532997.68494262,217744296.51791796,0.0,0.0,0.06341241272147556
40,5.040295171941165,2981598509.3383884,217744296.51791796,0.0,0.0,1.9253337019384584
41,4.581526644107015,0.0,217744296.51791796,0.0,0.0,0.0
42,5.381255486341506,35335752.93293853,217744296.51791796,0.0,0.0,0.020755332734738594
43,4.5387,3474193184.66365,217744296.51791796,0.0,0.0,1.958865582613555
44,4.5387,19780364.694667332,217744296.51791796,0.0,0.0,0.018043194921551774
45,4.5387,23242209.39738788,217744296.51791796,0.0,0.0,0.016574471875639103
46,4.5387,832199050.0117007,217744296.51791796,0.0,0.0,0.5583668217374489
47,4.780512116401907,0.0,217744296.51791796,0.0,0.0,0.0
48,5.1465544156282235,36272314.69306244,217744296.51791796,0.0,0.0,0.033189070508300104
49,4.621024079218518,2316446299.2211003,217744296.51791796,0.0,0.0,1.9103141047357326
50,5.418237334133791,731963732.8177035,217744296.51791796,0.0,0.0,0.43032451457793763
51,4.5387,424511802.9149642,217744296.51791796,0.0,0.0,0.35675168757928605
52,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
53,4.538427302097426,71108840.23638606,217744296.51791796,0.0,0.0,0.06248820489298655
54,4.5387,5304086.00932563,217744296.51791796,0.0,0.0,0.004573321867770556
55,4.5387,178895478.09554502,217744296.51791796,0.0,0.0,0.11952118656364309
56,4.5387,538338164.1349612,217744296.51791796,0.0,0.0,0.38973044354378705
57,5.720974562291873,25704216.55752059,217744296.51791796,0.0,0.0,0.017631663311340477
58,4.5387,139757334.69220945,217744296.51791796,0.0,0.0,0.09334199872237095
59,4.5387,3250466414.0814185,217744296.51791796,0.0,0.0,1.9022192592404812
60,5.418237334133791,474114.8626880379,217744296.51791796,0.0,0.0,0.0004219885843144435
61,5.186515877153463,6777264.3057603035,217744296.51791796,0.0,0.0,0.004677458473322072
62,4.8837462156246,0.0,217744296.51791796,0.0,0.0,0.0
63,4.930176508637946,663431.6072901252,217744296.51791796,0.0,0.0,0.0002988100748961822
64,5.526172269902552,4655865.9359224625,217744296.51791796,0.0,0.0,0.005550445295791651
65,4.6216833475046695,0.0,217744296.51791796,0.0,0.0,0.0
66,4.675475880077346,0.0,217744296.51791796,0.0,0.0,0.0
67,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
68,5.529853972183328,4148004.995799982,217744296.51791796,0.0,0.0,0.0050765320732242035
69,5.653009655972766,66103823.952133924,217744296.51791796,0.0,0.0,0.060827587853758185
70,5.005906760169936,154420535.2408268,217744296.51791796,0.0,0.0,0.14512901297249065
71,4.5387,36260243.829775095,217744296.51791796,0.0,0.0,0.03317621335094005
72,4.5387,48412798.73333076,217744296.51791796,0.0,0.0,0.032996421126586684
73,4.5387,23485119.773053855,217744296.51791796,0.0,0.0,0.04648256205308005
74,4.5387,2865301597.3158436,217744296.51791796,0.0,0.0,1.9586374252905783
75,5.185817567567758,18890668.4856915,217744296.51791796,0.0,0.0,0.04396809117743475
76,4.5387,347670887.29940856,217744296.51791796,0.0,0.0,0.2567515338526753
77,5.442742660713746,1891945.6237297012,217744296.51791796,0.0,0.0,0.0016918674869695687
78,4.5387,3008705369.5299664,217744296.51791796,0.0,0.0,1.947373300939722
79,5.30812380334129,135431844.2397091,217744296.51791796,0.0,0.0,0.09513865483918708
80,4.5387,2883081583.801812,217744296.51791796,0.0,0.0,1.8937538197773633
81,5.140782314514606,52458379.80086257,217744296.51791796,0.0,0.0,0.03256018740453661
82,4.676152371816939,3085553549.5571337,217744296.51791796,0.0,0.0,1.8934773638583162
83,5.039628005493897,1550858899.1109319,217744296.51791796,0.0,0.0,1.0797633128163662
84,4.8837462156246,71854850.06761144,217744296.51791796,0.0,0.0,0.07931376596215871
85,4.5387,870192.0174321164,217744296.51791796,0.0,0.0,0.0005535926239532297
86,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
87,4.723572095113501,64957295.642364234,217744296.51791796,0.0,0.0,0.06318116182655883
88,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
89,4.5387,29677459.55566892,217744296.51791796,0.0,0.0,0.01120207209054358
90,4.930176508637946,0.0,217744296.51791796,0.0,0.0,0.0
91,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
92,5.473100354397913,3668274005.774149,217744296.51791796,0.0,0.0,1.9493395617564455
93,4.5387,50699840.35210382,217744296.51791796,0.0,0.0,0.03291867111468252
94,4.5387,3313373742.407261,217744296.51791796,0.0,0.0,1.9486870763625275
95,5.043513399632479,1187682932.528628,217744296.51791796,0.0,0.0,0.7102257720945306
96,5.005906760169936,9420232.939350128,217744296.51791796,0.0,0.0,0.0066148889279067785
97,5.418237334133791,3810594.730929215,217744296.51791796,0.0,0.0,0.0046453141676405995
98,4.675475880077346,7821606.6575981155,217744296.51791796,0.0,0.0,0.004642096681004829
99,5.005906760169936,116788796.0804222,217744296.51791796,0.0,0.0,0.14144887100422562
100,4.5387,2775477635.821418,217744296.51791796,0.0,0.0,1.9247964194780587
101,4.620998745234814,837756.8625527802,217744296.51791796,0.0,0.0,0.0007065068350555473
102,4.640134721464558,41256623.94861845,217744296.51791796,0.0,0.0,0.030793021077555986
103,4.5387,682949830.2981653,217744296.51791796,0.0,0.0,0.5503534488433109
104,4.5387,2291067265.182356,217744296.51791796,0.0,0.0,1.947373300939722
105,4.570340540428888,477628996.74312294,217744296.51791796,0.0,0.0,0.284791496456574
106,4.5387,3327986044.209486,217744296.51791796,0.0,0.0,1.9223092070756347
107,4.5387,1579479447.1555345,217744296.51791796,0.0,0.0,1.060358412470223
108,4.84056069650466,2305525561.96556,217744296.51791796,0.0,0.0,1.8973609418425745
109,5.381255486341506,75117600.531473,217744296.51791796,0.0,0.0,0.05990455380767942
110,5.329586040204958,2961427841.956598,217744296.51791796,0.0,0.0,1.8267718385875986
111,4.5387,79408974.12235898,217744296.51791796,0.0,0.0,0.060039060872372985
112,5.266429952888671,87175791.02692577,217744296.51791796,0.0,0.0,0.06161151581302883
113,5.310009088890995,20771279.966559462,217744296.51791796,0.0,0.0,0.020620382213950704
114,4.5387,93510103.45431936,217744296.51791796,0.0,0.0,0.09159883007049463
115,4.5387,2353748468.2383027,217744296.51791796,0.0,0.0,1.94910765305346
116,5.401677423779243,3153449059.076651,217744296.51791796,0.0,0.0,1.9461200292750287
117,4.594162304512604,76020602.66676609,217744296.51791796,0.0,0.0,0.08854833740654594
118,4.930176508637946,46133622.858492255,217744296.51791796,0.0,0.0,0.032968635945150065
119,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
120,4.5387,1461209672.6929395,217744296.51791796,0.0,0.0,1.0960131735053078
121,4.5387,0.0,217744296.51791796,0.0,0.0,0.0
122,5.09640847695741,37739719.09866527,217744296.51791796,0.0,0.0,0.03239724621329241
123,5.186515877153463,78814666.0806675,217744296.51791796,0.0,0.0,0.06339319401064372
124,4.5387,546284723.8052955,217744296.51791796,0.0,0.0,0.35422055530328966
