0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Minimum Water Level,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,3,1,0,5,5,0,6,0,0,4.807332884523535,139855.474359666,197139743.34838042,30700000.0,2.2053011630454558,6.9321843175479e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,5,2,0,2,3,0,5,0,0,4.807332884523535,1860628.204898201,206811280.09431207,0.0,69.66575750640251,0.00012276048225612528
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,252083659.07208917,0.0,61400000.0,4564.7049800054465,0.06112428619025905
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.807332884523535,329123089.0352281,6320800.309666242,0.0,0.0,0.329775580734775
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,279844038.46123064,0.0,30700000.0,0.0,0.20493283362346904
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,218007183.65561295,0.0,115300000.0,4574.9078232772845,0.06179271638764127
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,169589513.31724858,0.0,176700000.0,3866.216032246426,0.039206133054439415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.807332884523535,167498328.3841778,20299287.62732069,0.0,0.0,0.10682539030812122
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.687332884523535,166752532.01736587,0.0,151900000.0,0.0,0.13057483648834864
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,3,0,0,0,0,4.807332884523535,94520765.01292576,71956001.72587427,0.0,0.0,0.06708651959163778
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,218007183.65561295,0.0,115300000.0,0.0,0.17164643441011468
0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.687332884523535,93769375.35227141,0.0,966500000.0,1717.941417452201,0.032918124619944075
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.687332884523535,104446697.01917809,0.0,297900000.0,0.0,0.06604217283546879
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,7,0,0,4.807332884523535,6896000.931601676,123566325.77912292,115300000.0,0.0,0.0036961137991203237
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,231426368.12286624,0.0,92100000.0,4246.8983751640835,0.051189236771246996
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.687332884523535,166752532.01736587,0.0,151900000.0,2375.5287787760712,0.04700694113580551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.807332884523535,329123089.0352281,6320800.309666242,0.0,8431.56985113291,0.04946633711021625
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,279844038.46123064,0.0,30700000.0,4955.590166194942,0.07377582010444886
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,252083659.07208917,0.0,61400000.0,0.0,0.1697896838618307
1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.687332884523535,93769375.35227141,8453407.696608048,748700000.0,0.0,0.09143923505540022
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.807332884523535,87235193.87936719,84352203.1173226,30700000.0,0.0,0.06964184367797788
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.687332884523535,104915677.2117482,0.0,236500000.0,0.0,0.09728843727499425
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.807332884523535,94520765.01292576,22167818.198803753,558500000.0,3854.35852857081,0.008050382350996532
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.687332884523535,95516169.67871428,6320800.309666242,236500000.0,0.0,0.0939060780139655
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,169589513.31724858,0.0,176700000.0,0.0,0.1089059251512206
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.807332884523535,97036101.31126752,26620087.93698693,84600000.0,0.0,0.07047600986364927
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.687332884523535,157353024.48433194,6320800.309666242,151900000.0,2125.40178645296,0.04578929180183516
0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.567332884523535,50960614.38101138,0.0,388400000.0,0.0,0.03818313729027471
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,337748461.3025207,0.0,0.0,0.0,0.33283856196589257
1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,5,0,0,4,0,0,4.687332884523535,0.0,114456406.0053554,267200000.0,0.0,0.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,190246804.26647153,0.0,146000000.0,0.0,0.13650328464847633
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,190246804.26647153,0.0,146000000.0,4184.02263708779,0.04914118247345148
1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.447332884523535,8733035.244086158,44565922.26143029,842700000.0,176.42606980291725,0.0021459313887708113
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,231426368.12286624,0.0,92100000.0,0.0,0.14219232436457496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,337748461.3025207,0.0,0.0,8816.055814473908,0.04992578429488389
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807332884523535,337748461.3025207,0.0,0.0,5310.377149424284,0.11982188230772133
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.687332884523535,53687570.74698833,25037214.086173728,297900000.0,0.0,0.031639245214981015
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,5,0,0,6,0,0,5,3,7,6,0,0,4.807332884523535,0.0,203505942.84277648,30700000.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,6,0,0,4,0,4,5,3,0,4.807332884523535,0.0,216869456.10644218,0.0,0.0,0.0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.687332884523535,157353024.48433194,6320800.309666242,151900000.0,0.0,0.12719247722731988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4.807332884523535,94520765.01292576,64225013.76504509,0.0,3102.466618641278,0.010062977938745667
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,5,0,0,5,0,0,4.807332884523535,1314116.3169070734,119786179.54101044,248500000.0,24.06270928657903,0.0004467254954392146
