0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Minimum Water Level,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5387,381188750.83470684,6320800.309666242,0.0,0.0,0.3790419915479109
0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,4.5387,26785647.946640242,84515025.91514632,517400000.0,0.0,0.022268956113222303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,396023647.65890443,0.0,0.0,10858.046148032334,0.05763605798771858
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,222851486.47443637,0.0,61400000.0,3984.7775764379685,0.05075498660833979
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,298756402.7443994,0.0,30700000.0,0.0,0.22317056787682135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,396023647.65890443,0.0,0.0,6540.376032697125,0.13832653917052457
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,396023647.65890443,0.0,0.0,0.0,0.3842403865847905
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4.4187,239308828.87565613,13903423.98391871,121200000.0,3519.6980189081155,0.08125303991740837
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,298756402.7443994,0.0,30700000.0,5335.124775036183,0.08034140443565566
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,3,0,0,4.5387,71405278.17814563,111929685.36730832,0.0,0.0,0.03878092056603388
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,5,0,0,4.5387,3940180.9598178584,125184406.7272003,84600000.0,0.0,0.002943391088961722
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,4.5387,0.0,131073620.67950903,115300000.0,0.0,0.0
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,160725721.6217444,0.0,146000000.0,0.0,0.10748909442152574
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,4,0,0,4,4,1,5,1,0,4.5387,0.0,237359589.2936936,0.0,0.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,222851486.47443637,0.0,61400000.0,0.0,0.140986073912055
0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,3,0,0,4,0,0,4.4187,0.0,109972511.44422594,297900000.0,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4.5387,123900679.95702127,24198032.45136138,340700000.0,4237.1286361394505,0.013025000691194727
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,1,0,5,0,0,4.5387,3842670.9148866795,121343034.11963536,146000000.0,0.0,0.002807025733941152
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,4.5387,74904587.76699303,88761749.57028717,30700000.0,0.0,0.05131963430312432
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,143180951.02866995,0.0,182600000.0,0.0,0.08394878848669673
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5387,138735576.7812189,20299287.62732069,84600000.0,0.0,0.09203173297817777
0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4.4187,23002603.409876276,33899030.27732149,856400000.0,0.0,0.014287356069337896
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5387,381188750.83470684,6320800.309666242,0.0,10190.898179303465,0.05685629873218664
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,122760859.25084233,0.0,213300000.0,0.0,0.06959661354075083
0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,81055186.17597799,0.0,267200000.0,0.0,0.05045180899616748
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.5387,132217652.02345622,27578229.96765524,61400000.0,0.0,0.0794054985210792
1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,3,0,0,4,0,0,4,0,0,5,0,0,4.5387,0.0,120617950.3078661,432800000.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.4187,241580999.9749597,6320800.309666242,121200000.0,3580.5463332793124,0.08154465727961227
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,160725721.6217444,0.0,146000000.0,3599.9464644538016,0.03869607399174926
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,3,0,0,4.5387,80802720.4189652,110918405.45745277,0.0,0.0,0.04220201624854268
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.4187,77346336.53314856,22167818.198803753,205800000.0,0.0,0.05258199786712492
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.5387,114703833.72533762,27578229.96765524,92100000.0,0.0,0.06251592006446455
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,4,0,0,4.4187,10300552.100767557,97782910.79969671,297900000.0,0.0,0.010195088116903936
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,205337668.17631778,0.0,92100000.0,3661.9466076233075,0.04467473836395852
0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.2987,23173647.691315297,8453407.696608048,419100000.0,0.0,0.016176401033377592
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,4.5387,137030352.619685,56066848.47612524,30700000.0,0.0,0.08481661379365359
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,60635094.39815035,0.0,297900000.0,0.0,0.03609963405022157
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,143211903.3236258,0.0,176700000.0,0.0,0.09059951596491109
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,3,0,0,4.5387,14737231.500379868,109724338.27636325,115300000.0,0.0,0.006687020004190106
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4.1787,3735409.8654623847,46698529.6483721,673500000.0,0.0,0.0026570238434185274
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,205337668.17631778,0.0,92100000.0,0.0,0.12409649545544035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5387,138735576.7812189,52994188.72148262,0.0,0.0,0.09203173297817777
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4.5387,27613201.40274997,36031637.66426329,176700000.0,0.0,0.019467526535057532
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,3,0,0,3,0,0,4.5387,63351211.65046851,113051012.8443946,30700000.0,684.5197881575816,0.005155471097454912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.5387,186026444.80971324,26620087.93698693,0.0,0.0,0.12033031743182744
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4.5387,119504320.0098286,33899030.27732149,61400000.0,0.0,0.07472029448040225
