,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
0,10,156.22641556768963,1.0,0.8948376858746632,80.87114386309176,1.0,0.2644899745284807,96.18826875099464,1.5,0.6269100495035965,344.0466576343064,1.5,0.4481483781349409,299.62315505076816,1.5,0.9087660357564855,1.5,1.5,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,0,0,dikesnet
1,36,193.33518201723462,1.0,0.67175309673123,339.9652749521253,1.5,0.838071020012685,218.5745399206611,1.0,0.9366573171322381,155.15920233362917,1.5,0.3675208555786824,97.13190248548702,10.0,0.04333781527613079,2.5,1.5,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,1,0,dikesnet
2,28,273.9418046056785,1.5,0.09694114703443342,57.25480544427391,1.5,0.396244112904235,260.81208822618885,1.0,0.6719006976227314,179.8741854746671,1.5,0.08284138711996335,95.44615833044071,1.0,0.03860302777535621,1.5,3.5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,2,0,dikesnet
3,87,189.0780327293154,10.0,0.8304323920260138,330.77693048002084,10.0,0.1325486767617164,252.6741869969012,10.0,0.5590232877165803,253.38624851557694,1.5,0.37698778689655194,265.9577537685534,1.5,0.1924638525135261,3.5,4.5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,3,0,dikesnet
4,106,328.51222225673007,1.0,0.15331914135178049,122.84662867047086,1.5,0.7182229080034543,321.9736526951324,1.0,0.6930697701474063,342.8368566112497,1.5,0.5208306716817325,227.7683430470234,1.0,0.6203588731150527,4.5,2.5,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,4,0,dikesnet
5,30,317.4196179829863,1.5,0.670425250551699,235.9738287576951,1.0,0.23063988780038028,227.9806494212679,10.0,0.43415675902693607,173.96365006325402,1.0,0.17892491282657888,180.8913705032258,10.0,0.19684248790086492,2.5,1.5,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,5,0,dikesnet
6,4,321.0759284973754,1.5,0.051712742953317854,56.28383299830329,1.0,0.5765206376891373,132.47252657603264,10.0,0.5893761789584789,62.388751847805956,10.0,0.9875117210710027,132.9575482298408,1.0,0.7238088546898359,4.5,3.5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,6,0,dikesnet
7,24,196.73155762857786,1.5,0.36050958150844287,282.2448181746744,1.5,0.25924296380446205,146.09059462239625,1.0,0.3497851138038318,343.7546030413246,1.0,0.9475317225449221,252.53221451910656,1.5,0.4398354125492535,1.5,1.5,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,7,0,dikesnet
8,100,72.81033690004651,10.0,0.1915786444605252,45.619258151244296,1.0,0.04950985891723235,106.13132771403234,10.0,0.39926861408616215,314.8879317403136,1.5,0.7687031807381471,112.21211986762269,1.0,0.5801797592810312,2.5,4.5,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,8,0,dikesnet
9,92,197.1681981759112,1.0,0.6488392330241679,127.8352570255884,10.0,0.205654991895606,294.0721887283903,1.5,0.175811910422579,315.90931183521394,10.0,0.5394264175378882,167.352160542455,1.0,0.06461060314709738,3.5,4.5,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,9,0,dikesnet
10,23,139.09528219161717,1.0,0.20534300574691566,203.71699979850928,10.0,0.783662285087268,341.3317873143773,10.0,0.41843955493724566,31.491278979159823,1.0,0.6346238330415322,178.3199084078129,1.0,0.2949612448580583,2.5,4.5,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,10,0,dikesnet
11,96,243.78618153564165,10.0,0.9793274565035716,279.9385002103644,1.5,0.23575470093205084,81.91756927472584,10.0,0.44204038568347137,149.60647097833981,10.0,0.20608256079518258,323.53136758029115,1.0,0.8933524548774356,1.5,2.5,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,11,0,dikesnet
12,38,160.5976861610243,1.5,0.10823382628700637,295.5730755183897,1.0,0.0297701294733317,62.16417565551915,10.0,0.36341121655828745,232.81995141438045,1.5,0.5426437589593045,339.2282565749469,1.0,0.14984533309223147,1.5,4.5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,12,0,dikesnet
13,71,170.96064534950696,1.0,0.5818331461832599,165.78599311717164,1.5,0.023599967581908944,158.67648054955873,10.0,0.32123380878664093,114.88878014812701,10.0,0.8631195389947719,227.68225041698383,1.0,0.2941908508775225,4.5,4.5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,13,0,dikesnet
14,15,162.37187488156255,1.0,0.6061316102041615,219.00716919982517,10.0,0.576962135032057,199.98238774788462,10.0,0.40729391818068494,267.7343149830496,10.0,0.22092021008837864,186.583275115067,10.0,0.6288885562961241,2.5,4.5,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,14,0,dikesnet
15,108,56.02079111313518,1.0,0.12280668695773965,47.96534439506209,10.0,0.08991430646616401,300.8509064262233,1.5,0.5084330300772506,241.36172842265867,10.0,0.4175406859387149,214.8920059346008,1.0,0.3225806541553575,2.5,4.5,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,15,0,dikesnet
16,47,132.99210621780247,1.5,0.03795296957520584,184.67329199388394,1.5,0.01138073045415018,234.0327296461635,1.0,0.5098233840467686,266.9295334292977,1.0,0.7031404844144006,301.98393516085156,1.5,0.8864766730747208,3.5,4.5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,7,3,3,7,0,0,16,0,dikesnet
