,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
0,45,258.89702074977635,1.0,0.4576571831371164,258.86505584705617,1.5,0.6952387025722205,56.6489931200426,10.0,0.70974506699102,167.65705073509616,10.0,0.10090806060436726,249.93571960662112,10.0,0.6393232706643113,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,0,0,dikesnet
1,0,59.26766242137664,10.0,0.5097981218396146,78.92603950455126,1.0,0.4137595437615318,55.752959653867784,1.5,0.4329098583629655,66.09006232466658,1.0,0.5630094023105423,183.04661122651135,10.0,0.14197313839492653,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,1,0,dikesnet
2,111,329.814557154575,10.0,0.03143295360861467,276.19347621760903,10.0,0.590528336204465,223.70525414652258,1.5,0.5524151102150548,277.06819222310224,1.0,0.3464066309673212,146.64110813822447,1.0,0.4483909989355828,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,2,0,dikesnet
3,61,220.81140074814346,1.5,0.847027726126725,279.59027977576574,10.0,0.5785317777290924,335.6006107618647,1.0,0.11042336366712384,136.0872904412142,1.0,0.05159127803968522,310.0438720171674,10.0,0.39249410335566937,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,3,0,dikesnet
4,68,103.22033367171495,10.0,0.43672965547464854,290.7054070083176,10.0,0.7592604871510968,79.1013810680744,1.0,0.2887359575019134,99.32615431858923,1.0,0.20230076483714918,247.67371639551072,1.0,0.5961813624725945,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,4,0,dikesnet
5,131,314.2550767350422,1.5,0.10270085071866207,345.79677026659175,10.0,0.6265504829377742,151.42809282760308,1.5,0.8862255863405272,71.09824699870089,1.0,0.18771285156019993,187.98905146840747,1.5,0.6739678819393322,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,5,0,dikesnet
6,92,120.9173512113047,10.0,0.3375042215050335,83.17957600662928,1.5,0.3586103046585232,293.4001007682092,1.0,0.7058923195559399,252.40892910897855,10.0,0.9113373027174374,311.07871114908363,1.0,0.8320422731699872,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,6,0,dikesnet
7,117,70.06859863431872,10.0,0.5119293335717573,272.2759605066543,1.0,0.3235365611662998,105.70901407607782,10.0,0.6664892514191322,65.82534711812393,1.0,0.4636542243883707,287.72447253464827,10.0,0.8911653633627178,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,7,0,dikesnet
8,106,62.050817473357604,1.0,0.26285629509374187,60.411629819339325,1.5,0.22719108005237326,125.27794846223,1.5,0.7218389672632028,309.5099950353771,10.0,0.020387627065778336,216.5461872582408,1.0,0.442498499785926,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,8,0,dikesnet
9,50,105.68021549756999,1.5,0.9852337741561131,78.21202593909369,10.0,0.5179091767619807,349.0919880367568,1.0,0.025061850975349676,266.10369444251796,1.5,0.0017067942302448835,101.51201122054304,10.0,0.502623249392919,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,7,0,0,7,1,3,7,0,0,9,0,dikesnet
