,Minimum Water Level,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,5.292545174416356,17799709.800853454,151166522.04167613,0.0,1387.3999018888908,0.002540492339432302
1,5.260046459985406,40311993.110686004,151166522.04167613,0.0,1146.0508605989467,0.0055803335050969086
2,4.5387,35283331.44870418,151166522.04167613,0.0,3307.189761329809,0.0033502459270217866
3,5.170077460747474,6092690.433047057,151166522.04167613,0.0,388.0216957503412,0.0008694639731387938
4,4.656291298946166,98955817.1815997,151166522.04167613,0.0,1800.7154511714143,0.009517725022872086
5,4.867006484734674,248918315.3680578,151166522.04167613,0.0,3017.370607240532,0.019630656843169135
6,4.566475859905421,184914182.3488004,151166522.04167613,0.0,8063.25276520133,0.031714483358684625
7,4.5387,105689849.41893648,151166522.04167613,0.0,5533.642284951416,0.012644986359733271
8,5.663218101772207,41831821.509758525,151166522.04167613,0.0,2716.530970603795,0.0045970651382877615
9,5.077159281640608,9005225.607874792,151166522.04167613,0.0,390.1071135839449,0.0008816305732701663
10,4.5387,2432111307.9645896,151166522.04167613,0.0,30195.650370299976,0.21534978828802673
11,5.471455076703544,104082867.49285059,151166522.04167613,0.0,6763.316794288205,0.013926910695348025
12,4.5387,142561601.34605345,151166522.04167613,0.0,6228.104742049502,0.018249117932288082
13,4.867006484734674,1067845185.5129112,151166522.04167613,0.0,14759.221496204631,0.10839599605526881
14,4.5387,785860517.9688945,151166522.04167613,0.0,42486.43805257013,0.07821949609453543
15,5.677821266028004,596535501.1901819,151166522.04167613,0.0,7802.698989357205,0.0581936742474493
16,4.5387,2863506935.081347,151166522.04167613,0.0,29900.836072342874,0.21182783489601018
17,4.538514674000491,42873838.02373837,151166522.04167613,0.0,2766.569465135346,0.005153878162645346
18,4.5387,2823872843.6947355,151166522.04167613,0.0,33143.94535288887,0.22137520722689388
19,5.501700391795188,406670411.83406174,151166522.04167613,0.0,5739.170662554444,0.04013301041824649
20,4.578025324314963,125602916.25707635,151166522.04167613,0.0,2011.7294435762765,0.011703691844058976
21,4.5387,6583656.552877512,151166522.04167613,0.0,392.71863863395794,0.0008968665516456199
22,4.5387,2646106696.949583,151166522.04167613,0.0,30415.22585850925,0.2177502969297785
23,4.5387,37475909.33015488,151166522.04167613,0.0,1735.4851455004016,0.003788097074180631
24,4.5387,1251677898.7586088,151166522.04167613,0.0,21228.10155069293,0.1363428509745897
25,4.728959112283626,2902996847.5867376,151166522.04167613,0.0,30738.134247970185,0.21556413918088155
26,4.5387,672122633.447128,151166522.04167613,0.0,7880.1426844388025,0.05853992431943539
27,4.5387,194688807.31131262,151166522.04167613,0.0,2919.913277296211,0.017462802374881757
28,4.5387,50274014.64083866,151166522.04167613,0.0,4036.0950386462137,0.009313944916154261
29,4.5387,8893830.541584037,151166522.04167613,0.0,386.6380802102852,0.0008613917792886401
30,4.958758808446839,322206879.3435813,151166522.04167613,0.0,4752.556181908055,0.031971972511604496
31,4.5387,507454695.67218256,151166522.04167613,0.0,10996.756771601435,0.060838818728111754
32,4.5387,107173502.39407572,151166522.04167613,0.0,5831.5929197655805,0.012079570961662393
33,4.5387,277189629.73890007,151166522.04167613,0.0,8204.323457451785,0.018847061567206155
34,4.5387,53981165.212999746,151166522.04167613,0.0,2075.4283397059053,0.010509138620998754
35,4.569964522512152,2668253291.1040936,151166522.04167613,0.0,35488.24219416502,0.22353120697738924
36,4.5387,75311884.2065289,151166522.04167613,0.0,3553.5122992911156,0.016373013000362223
37,5.425003096157607,146375872.9342705,151166522.04167613,0.0,4215.77649509602,0.02120505933731378
38,4.5387,48145520.086784184,151166522.04167613,0.0,906.7048027446727,0.004574261923581654
39,5.292545174416356,1842858741.55675,151166522.04167613,0.0,23785.111497690006,0.17432129944980043
40,4.5387,19106282.26816521,151166522.04167613,0.0,1338.6757235538141,0.0042723105748269105
41,4.5387,503767461.0419798,151166522.04167613,0.0,27743.09671557587,0.04688357384932357
42,4.5387,510275498.22569335,151166522.04167613,0.0,29617.182101263177,0.13568741724224942
43,4.7901218415643285,41545524.65204249,151166522.04167613,0.0,3075.2147682347713,0.005526496383409254
44,4.5387,1217764291.4939477,151166522.04167613,0.0,15974.668336923485,0.11912311505480744
45,5.0257198176759115,138871161.95763084,151166522.04167613,0.0,3393.6365419978265,0.01865704768894404
46,4.608243896158239,1065938345.437072,151166522.04167613,0.0,15880.458191589347,0.11835666316964338
47,4.5387,49450983.30943853,151166522.04167613,0.0,2287.655614713569,0.004469178725233492
48,4.538566208026394,70973823.63305202,151166522.04167613,0.0,3422.725210062219,0.007084772923162586
49,4.985533729474149,80223873.4038172,151166522.04167613,0.0,4294.088235436808,0.01757373012519362
50,4.5387,3384642788.2809076,151166522.04167613,0.0,30294.272276697997,0.21647764085378804
51,4.5387,123025417.59842306,151166522.04167613,0.0,8427.562336633753,0.009611962709644076
52,5.4285060559341245,25133350.68620584,151166522.04167613,0.0,549.8817964021816,0.0024856150498096495
53,4.5387,2121371226.550691,151166522.04167613,0.0,30388.47144914194,0.21722404040719484
54,4.5387,751351626.7141439,151166522.04167613,0.0,7761.888151454025,0.05800919587167115
55,4.5387,2317930507.7833242,151166522.04167613,0.0,30415.22585850925,0.2177502969297785
56,4.5387,13652346.17027016,151166522.04167613,0.0,1019.2114365325801,0.002226003609882024
57,5.005999514988771,171164967.00014195,151166522.04167613,0.0,7255.464882498127,0.03357318899892647
58,4.983386993572056,66112575.29333901,151166522.04167613,0.0,3099.4976725652896,0.012720483708386255
59,4.5387,64339834.87730016,151166522.04167613,0.0,4041.687015866569,0.007140731485203638
60,4.5387,2404546709.3026714,151166522.04167613,0.0,29942.356810513702,0.21228900170773307
61,5.219504935739751,277558018.0930039,151166522.04167613,0.0,3823.068628228953,0.024675199599105566
62,5.198812486635809,219776800.75898167,151166522.04167613,0.0,3194.5539517657253,0.017882991191576696
63,4.5387,50310852.47935932,151166522.04167613,0.0,1843.4502113569517,0.006566434899109998
64,4.5387,2646730125.922463,151166522.04167613,0.0,30421.43474732773,0.2178145561153225
65,5.292309057224842,2645689558.4987617,151166522.04167613,0.0,30411.071307340262,0.21770730087763224
66,4.776021550312645,77007895.72727837,151166522.04167613,0.0,3996.1926918242343,0.00976482558987265
67,5.395377849621108,3931177.855336833,151166522.04167613,0.0,369.4766184758759,0.00040474553616064206
68,4.959018750360952,2979169780.199025,151166522.04167613,0.0,32973.258557520756,0.2293051790749734
69,4.5387,1725553390.8264918,151166522.04167613,0.0,27562.63737109085,0.179285564899517
70,4.5387,45995906.03554541,151166522.04167613,0.0,859.2261322278475,0.00445332067579107
71,4.793359152159103,126934725.12154192,151166522.04167613,0.0,12799.31785572302,0.008226674384038417
72,4.833136321722246,11088163.27595162,151166522.04167613,0.0,675.3890956806931,0.001181416708684968
73,4.5387,150967716.87077513,151166522.04167613,0.0,9633.280396654442,0.022206522513024372
74,4.861977891343329,235048468.52697548,151166522.04167613,0.0,4289.679031877045,0.02716918668716118
75,4.5387,144401282.90185782,151166522.04167613,0.0,3644.844556592203,0.009209231430295626
76,4.5387,2748454410.9780445,151166522.04167613,0.0,31419.322006802227,0.21931846929490706
77,5.87698625210341,718367798.9585804,151166522.04167613,0.0,7802.698989357205,0.0581936742474493
78,4.5387,7389467.867384014,151166522.04167613,0.0,435.94222568265616,0.0010902637229149408
79,4.728958244963422,21395328.74204493,151166522.04167613,0.0,1930.4020765396021,0.0033684145951378684
80,4.714672853738745,44488005.65790068,151166522.04167613,0.0,2697.2544773549776,0.013474865103266346
81,4.5387,161482128.14629126,151166522.04167613,0.0,10700.944191705992,0.051704089522401166
82,4.5387,27309828.329550102,151166522.04167613,0.0,1227.7043972595272,0.006315413852904118
83,4.5387,41129741.690632336,151166522.04167613,0.0,3045.949482491072,0.0054680234111093625
84,4.5387,2635984038.040456,151166522.04167613,0.0,30316.01282306098,0.21670703496560662
85,4.887614142786508,3224723284.822869,151166522.04167613,0.0,70437.90195737345,0.2843528647074523
86,5.282820873950576,21373510.577849545,151166522.04167613,0.0,979.9106938397304,0.003974708234568474
87,4.5387,1948233849.056458,151166522.04167613,0.0,29922.05708030518,0.21206311807330633
88,4.566475859905421,62574434.545574345,151166522.04167613,0.0,5387.48892192409,0.009601618845539218
89,4.5387,2676490205.5858207,151166522.04167613,0.0,33941.74666185355,0.21868781104058901
90,6.015192441203864,21658665.641984995,151166522.04167613,0.0,1416.2259892264033,0.0025980877793389005
91,5.189203120171399,2306000103.0450764,151166522.04167613,0.0,30281.778435781474,0.216346643152119
92,4.5387,39189166.33496886,151166522.04167613,0.0,1597.102708156924,0.004455955549159763
93,4.915370261366147,57832245.55455966,151166522.04167613,0.0,3676.520414744131,0.006720160623097707
94,5.016135645756161,35399843.78353818,151166522.04167613,0.0,2530.862069945387,0.004006226335680634
95,4.5387,313809241.56907475,151166522.04167613,0.0,26282.483966542906,0.04381143900076297
96,4.5387,686375441.4716402,151166522.04167613,0.0,17360.12135047441,0.056160803606090326
97,4.5387,21595553.773955505,151166522.04167613,0.0,511.9417869958089,0.0023889713984848464
98,4.5387,2316751998.0083647,151166522.04167613,0.0,30401.890849003812,0.2176116297990806
99,4.5387,2264479723.6324496,151166522.04167613,0.0,29868.757394097847,0.21146544064044467
100,4.844363179309948,2276839358.7836185,151166522.04167613,0.0,29999.495331156035,0.21291903745702656
101,5.203366228540798,247732248.73157248,151166522.04167613,0.0,9339.90684250516,0.040964240601299606
102,5.180711292564119,2897014888.2049403,151166522.04167613,0.0,30163.484031072905,0.21494716107627496
103,4.5387,36081300.274480864,151166522.04167613,0.0,1735.2776133276027,0.0035817184636593707
104,4.877948854321379,28532895.554821502,151166522.04167613,0.0,2097.43101804492,0.0036523270883811925
105,5.196392990582255,2647396898.56941,151166522.04167613,0.0,30428.054186213078,0.21788328133000512
106,4.841600485452678,540766278.7409015,151166522.04167613,0.0,29505.097830844647,0.057578816033358154
107,4.5387,44505201.84605834,151166522.04167613,0.0,3436.7432985545033,0.0063493902065753765
108,4.5387,177683102.8767768,151166522.04167613,0.0,11172.711291557127,0.01912122293418886
109,5.4421818795232095,15241292.196962515,151166522.04167613,0.0,619.8654433099978,0.0031536440035826014
110,4.9383128172998285,3198628354.3745437,151166522.04167613,0.0,30338.392441860295,0.2169433722745438
111,4.5387,34120797.13596968,151166522.04167613,0.0,1732.8619631739086,0.0037727930857310013
112,4.5387,1094197685.0003753,151166522.04167613,0.0,10848.979917470257,0.07902007064641953
113,5.609765225413569,19735294.011624917,151166522.04167613,0.0,1482.149946119289,0.002616069572595262
114,4.5387,119674421.57705957,151166522.04167613,0.0,2946.1903360636315,0.010493528359344317
115,4.5387,32543401.082053855,151166522.04167613,0.0,2142.583991619011,0.005631953501926899
116,5.349293574549398,6530607.739100458,151166522.04167613,0.0,390.43792270243864,0.0008835605568924753
117,4.914861984824902,648860292.4116846,151166522.04167613,0.0,7871.481508999448,0.05850206590336816
118,4.5387,200836422.22761416,151166522.04167613,0.0,13160.600342415468,0.022998185322449995
119,4.5387,804115376.3749081,151166522.04167613,0.0,10395.7280693143,0.07789255616950314
120,4.5387,3040653484.5643945,151166522.04167613,0.0,30162.856755261397,0.21493917535119422
